ID,Latitude,Longitude,Date,MODIS_Tile,MOD11A2_061_Line_Y_1km,MOD11A2_061_Sample_X_1km,MOD11A2_061_LST_Day_1km,MOD11A2_061_QC_Day,MOD11A2_061_QC_Day_bitmask,MOD11A2_061_QC_Day_MODLAND,MOD11A2_061_QC_Day_MODLAND_Description,MOD11A2_061_QC_Day_Data_Quality_flag,MOD11A2_061_QC_Day_Data_Quality_flag_Description,MOD11A2_061_QC_Day_Emis_Error_flag,MOD11A2_061_QC_Day_Emis_Error_flag_Description,MOD11A2_061_QC_Day_LST_Error_Flag,MOD11A2_061_QC_Day_LST_Error_Flag_Description
chennaicoast,13.05,80.3,2018-12-27,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-01-01,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-01-09,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-01-17,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-01-25,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-02-02,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-02-10,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-02-18,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-02-26,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-03-06,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-03-14,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-03-22,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-03-30,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-04-07,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-04-15,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-04-23,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-05-01,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-05-09,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-05-17,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-05-25,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-06-02,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-06-10,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-06-18,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-06-26,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-07-04,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-07-12,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-07-20,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-07-28,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-08-05,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-08-13,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-08-21,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-08-29,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-09-06,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-09-14,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-09-22,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-09-30,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-10-08,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-10-16,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-10-24,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-11-01,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-11-09,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-11-17,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-11-25,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-12-03,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-12-11,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-12-19,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2019-12-27,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-01-01,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-01-09,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-01-17,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-01-25,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-02-02,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-02-10,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-02-18,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-02-26,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-03-05,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-03-13,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-03-21,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-03-29,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-04-06,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-04-14,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-04-22,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-04-30,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-05-08,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-05-16,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-05-24,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-06-01,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-06-09,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-06-17,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-06-25,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-07-03,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-07-11,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-07-19,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-07-27,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-08-04,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-08-12,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-08-20,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-08-28,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-09-05,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-09-13,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-09-21,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-09-29,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-10-07,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-10-15,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-10-23,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-10-31,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-11-08,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-11-16,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-11-24,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-12-02,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-12-10,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-12-18,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2020-12-26,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-01-01,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-01-09,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-01-17,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-01-25,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-02-02,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-02-10,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-02-18,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-02-26,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-03-06,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-03-14,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-03-22,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-03-30,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-04-07,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-04-15,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-04-23,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-05-01,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-05-09,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-05-17,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-05-25,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-06-02,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-06-10,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-06-18,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-06-26,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-07-04,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
chennaicoast,13.05,80.3,2021-07-12,h25v07,833.0,987.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
